merchant_id,refund_id,order_id,refund_amount,refund_reason,deduction_reason,dispute_status,created_at,resolved_at,customer_complaint_score
M001,REF000092,ORD006077,1500.99,customer_not_available,logistics_penalty,resolved,2024-09-09,2024-10-10,8
M001,REF000093,ORD004934,829.43,wrong_item,invoice_difference,escalated,2024-07-13,2024-08-29,8
M001,REF000094,ORD002611,1269.7,customer_not_available,packaging_damage,open,2024-05-01,2024-07-17,4
M001,REF000095,ORD002536,2103.12,wrong_item,dispute_adjustment,open,2024-04-19,2024-06-19,3
M001,REF000096,ORD005849,8082.54,damaged_product,payment_gateway_adjustment,resolved,2024-09-14,2024-10-28,4
M001,REF000097,ORD006741,873.6,damaged_product,packaging_damage,resolved,2024-09-30,2024-11-11,1
M001,REF000098,ORD005764,1252.92,cancellation,customer_refund,resolved,2024-09-11,2024-10-24,9
M001,REF000099,ORD005483,537.59,fake_delivery_attempt,dispute_adjustment,resolved,2024-08-17,2024-08-20,1
M001,REF000100,ORD003892,980.7,fake_delivery_attempt,return_shipping_cost,escalated,2024-06-04,2024-08-15,4
M001,REF000101,ORD008203,7253.78,size_issue,return_shipping_cost,resolved,2024-12-01,2024-12-15,10
M001,REF000102,ORD003879,153.03,size_issue,logistics_penalty,rejected,2024-06-07,2024-07-20,7
M001,REF000103,ORD009702,4637.72,payment_issue,return_shipping_cost,rejected,2025-01-05,2025-01-12,2
M001,REF000104,ORD002243,2997.1,payment_issue,customer_refund,resolved,2024-04-20,2024-05-31,1
M001,REF000105,ORD004620,1838.6,payment_issue,invoice_difference,resolved,2024-07-14,2024-07-18,2
M001,REF000106,ORD001984,2648.97,customer_not_available,invoice_difference,open,2024-04-12,2024-06-12,1
M001,REF000107,ORD001657,2869.2,size_issue,logistics_penalty,resolved,2024-03-22,2024-03-28,8
M001,REF000108,ORD001699,1022.28,size_issue,payment_gateway_adjustment,open,2024-03-20,2024-06-18,7
M001,REF000109,ORD009979,2637.85,customer_not_available,customer_refund,resolved,2025-01-03,2025-01-08,8
M001,REF000110,ORD006153,1464.2,size_issue,invoice_difference,escalated,2024-09-27,2024-11-08,4
M001,REF000111,ORD002756,2044.65,damaged_product,dispute_adjustment,resolved,2024-05-07,2024-05-25,7
M001,REF000112,ORD001712,4785.28,delayed_delivery,payment_gateway_adjustment,open,2024-03-12,2024-04-16,10
M001,REF000113,ORD006405,3891.8,cancellation,invoice_difference,resolved,2024-10-08,2024-10-26,4
M001,REF000114,ORD007129,4515.82,wrong_item,payment_gateway_adjustment,open,2024-11-02,2025-01-22,2
M001,REF000115,ORD009842,2481.06,fake_delivery_attempt,logistics_penalty,resolved,2025-01-13,2025-01-29,3
M001,REF000116,ORD000727,2745.57,customer_not_available,payment_gateway_adjustment,resolved,2024-01-27,2024-02-19,1
M001,REF000117,ORD005793,3203.76,size_issue,packaging_damage,escalated,2024-08-27,2024-11-01,6
M001,REF000118,ORD001976,6277.85,cancellation,payment_gateway_adjustment,resolved,2024-03-17,2024-04-20,7
M001,REF000119,ORD000940,777.79,size_issue,payment_gateway_adjustment,resolved,2024-02-06,2024-02-16,3
M001,REF000120,ORD004583,2155.38,customer_not_available,packaging_damage,rejected,2024-07-06,2024-08-03,2
M001,REF000121,ORD005958,6298.27,delayed_delivery,logistics_penalty,resolved,2024-09-14,2024-10-01,4
M001,REF000122,ORD004457,448.47,payment_issue,customer_refund,resolved,2024-06-24,2024-07-29,3
M001,REF000123,ORD002698,4060.16,cancellation,payment_gateway_adjustment,escalated,2024-04-18,2024-06-13,5
M001,REF000124,ORD007935,5005.69,size_issue,customer_refund,resolved,2024-11-06,2024-11-20,1
M001,REF000125,ORD007950,3556.35,customer_not_available,invoice_difference,rejected,2024-11-12,2024-12-05,4
M001,REF000126,ORD005179,2459.57,damaged_product,invoice_difference,rejected,2024-08-12,2024-08-23,9
M001,REF000127,ORD000571,1168.4,customer_not_available,dispute_adjustment,resolved,2024-02-16,2024-03-08,7
M001,REF000128,ORD007079,5804.58,payment_issue,dispute_adjustment,open,2024-11-04,2024-12-24,8
M001,REF000129,ORD008431,5848.65,payment_issue,payment_gateway_adjustment,resolved,2024-12-04,2024-12-26,3
M001,REF000130,ORD009033,4654.51,size_issue,invoice_difference,resolved,2024-12-29,2025-01-02,6
M001,REF000131,ORD000286,1502.7,fake_delivery_attempt,logistics_penalty,open,2024-01-18,2024-02-27,5
M001,REF000132,ORD007798,2343.87,cancellation,customer_refund,open,2024-11-01,2024-12-21,6
M001,REF000133,ORD001637,4171.64,fake_delivery_attempt,dispute_adjustment,resolved,2024-03-23,2024-04-14,4
M001,REF000134,ORD001701,1269.57,fake_delivery_attempt,logistics_penalty,escalated,2024-03-29,2024-06-15,2
M001,REF000135,ORD008302,2825.06,payment_issue,dispute_adjustment,resolved,2024-12-10,2024-12-14,2
M001,REF000136,ORD004140,1319.06,cancellation,payment_gateway_adjustment,open,2024-06-19,2024-09-09,2
M001,REF000137,ORD006202,1726.54,payment_issue,payment_gateway_adjustment,resolved,2024-10-02,2024-10-25,10
M001,REF000138,ORD004734,5411.46,damaged_product,return_shipping_cost,resolved,2024-07-16,2024-07-22,10
M001,REF000139,ORD008051,1456.35,delayed_delivery,packaging_damage,escalated,2024-11-06,2025-01-03,2
M001,REF000140,ORD001730,2775.3,customer_not_available,dispute_adjustment,resolved,2024-03-23,2024-05-01,8
M001,REF000141,ORD006595,179.66,wrong_item,invoice_difference,resolved,2024-10-16,2024-11-22,5
M001,REF000142,ORD001902,1221.04,damaged_product,packaging_damage,resolved,2024-03-21,2024-03-25,4
M001,REF000143,ORD001891,1140.01,delayed_delivery,logistics_penalty,resolved,2024-04-09,2024-04-16,2
M001,REF000144,ORD008710,3695.26,wrong_item,logistics_penalty,escalated,2024-12-04,2025-01-03,4
M001,REF000145,ORD007106,2475.38,size_issue,invoice_difference,resolved,2024-10-09,2024-11-20,4
M001,REF000146,ORD008205,3766.53,customer_not_available,logistics_penalty,resolved,2024-11-25,2025-01-06,8
M001,REF000147,ORD002940,1711.53,payment_issue,logistics_penalty,resolved,2024-05-06,2024-05-09,7
M001,REF000148,ORD004669,1163.36,payment_issue,dispute_adjustment,open,2024-07-06,2024-09-19,8
M001,REF000149,ORD001959,3112.7,size_issue,dispute_adjustment,resolved,2024-04-07,2024-05-17,5
M001,REF000150,ORD008166,4296.8,payment_issue,payment_gateway_adjustment,resolved,2024-12-07,2024-12-26,6
M001,REF000151,ORD005384,962.94,fake_delivery_attempt,dispute_adjustment,resolved,2024-08-05,2024-09-09,2
M001,REF000152,ORD000462,4189.85,delayed_delivery,payment_gateway_adjustment,resolved,2024-02-13,2024-03-10,7
M001,REF000153,ORD007344,1074.94,delayed_delivery,invoice_difference,resolved,2024-10-15,2024-10-18,4
M001,REF000154,ORD007630,4635.47,customer_not_available,packaging_damage,resolved,2024-11-14,2024-12-11,3
M001,REF000155,ORD007664,8687.16,size_issue,packaging_damage,resolved,2024-11-22,2024-11-26,4
M001,REF000156,ORD001260,8528.69,customer_not_available,logistics_penalty,open,2024-03-10,2024-05-10,8
M001,REF000157,ORD003520,3524.47,customer_not_available,return_shipping_cost,escalated,2024-05-14,2024-06-21,2
M001,REF000158,ORD002408,1476.39,payment_issue,dispute_adjustment,rejected,2024-04-11,2024-04-17,4
M001,REF000159,ORD000302,7975.58,cancellation,customer_refund,open,2024-02-04,2024-03-12,10
M001,REF000160,ORD001644,4219.75,customer_not_available,invoice_difference,resolved,2024-03-11,2024-03-29,6
M001,REF000161,ORD008815,3978.84,cancellation,logistics_penalty,resolved,2024-12-16,2025-01-08,9
M001,REF000162,ORD002282,2042.09,fake_delivery_attempt,invoice_difference,resolved,2024-04-01,2024-05-11,1
M001,REF000163,ORD001970,2568.35,fake_delivery_attempt,packaging_damage,open,2024-04-08,2024-05-17,2
M001,REF000164,ORD006441,869.55,damaged_product,invoice_difference,resolved,2024-10-11,2024-11-25,8
M001,REF000165,ORD007452,6611.85,fake_delivery_attempt,return_shipping_cost,resolved,2024-11-15,2024-12-02,9
M001,REF000166,ORD003138,5637.61,damaged_product,dispute_adjustment,resolved,2024-05-21,2024-05-24,4
M001,REF000167,ORD004620,3896.44,size_issue,dispute_adjustment,resolved,2024-07-04,2024-07-16,9
M001,REF000168,ORD004254,2666.87,size_issue,invoice_difference,resolved,2024-07-04,2024-07-12,5
M001,REF000169,ORD004375,6275.36,damaged_product,customer_refund,rejected,2024-06-19,2024-06-23,1
M001,REF000170,ORD009580,624.09,damaged_product,return_shipping_cost,resolved,2025-01-10,2025-02-24,8
M001,REF000171,ORD002366,1371.97,cancellation,logistics_penalty,resolved,2024-04-10,2024-04-28,8
M001,REF000172,ORD003903,414.1,cancellation,invoice_difference,resolved,2024-06-23,2024-07-11,9
M001,REF000173,ORD005620,791.44,fake_delivery_attempt,return_shipping_cost,resolved,2024-08-17,2024-09-21,8
M001,REF000174,ORD000181,3137.0,payment_issue,customer_refund,resolved,2024-01-30,2024-02-09,5
M001,REF000175,ORD009468,5832.36,wrong_item,return_shipping_cost,rejected,2024-12-18,2025-01-07,5
M001,REF000176,ORD008730,6759.34,payment_issue,payment_gateway_adjustment,resolved,2024-11-30,2024-12-17,7
M001,REF000177,ORD007525,2675.72,damaged_product,payment_gateway_adjustment,resolved,2024-10-21,2024-10-25,7
M001,REF000178,ORD001984,1047.59,cancellation,payment_gateway_adjustment,resolved,2024-04-10,2024-04-24,9
M001,REF000179,ORD007732,3948.91,customer_not_available,return_shipping_cost,resolved,2024-11-11,2024-12-15,1
M001,REF000180,ORD005606,2673.48,payment_issue,return_shipping_cost,resolved,2024-09-07,2024-10-02,8
M001,REF000181,ORD005257,1725.66,delayed_delivery,logistics_penalty,open,2024-08-20,2024-11-17,7
M001,REF000182,ORD001359,1766.19,payment_issue,payment_gateway_adjustment,open,2024-03-12,2024-05-20,7
M001,REF000183,ORD005420,867.21,customer_not_available,payment_gateway_adjustment,resolved,2024-08-25,2024-09-24,9
M001,REF000184,ORD008039,4805.77,delayed_delivery,payment_gateway_adjustment,resolved,2024-11-26,2024-12-04,1
M001,REF000185,ORD008340,4182.24,delayed_delivery,customer_refund,resolved,2024-12-01,2024-12-04,9
M001,REF000186,ORD000995,2569.37,cancellation,return_shipping_cost,resolved,2024-02-05,2024-03-02,10
M001,REF000187,ORD004501,1151.42,payment_issue,packaging_damage,resolved,2024-06-25,2024-07-02,9
M001,REF000188,ORD007398,48.6,size_issue,dispute_adjustment,resolved,2024-11-04,2024-12-06,4
M001,REF000189,ORD004319,2554.36,size_issue,logistics_penalty,resolved,2024-06-21,2024-08-04,4
M001,REF000190,ORD009658,6190.38,size_issue,dispute_adjustment,rejected,2025-01-02,2025-02-08,6
M001,REF000191,ORD005257,932.95,delayed_delivery,packaging_damage,open,2024-07-28,2024-09-06,4
M001,REF000192,ORD006149,2099.9,wrong_item,logistics_penalty,resolved,2024-09-18,2024-10-27,2
M001,REF000193,ORD008055,6941.81,delayed_delivery,packaging_damage,escalated,2024-11-26,2025-01-15,10
M001,REF000194,ORD004908,6289.79,fake_delivery_attempt,payment_gateway_adjustment,rejected,2024-08-07,2024-08-31,9
M001,REF000195,ORD006519,730.84,cancellation,packaging_damage,resolved,2024-10-13,2024-11-19,10
M001,REF000196,ORD000946,1912.56,wrong_item,return_shipping_cost,resolved,2024-02-13,2024-02-27,7
M001,REF000197,ORD001260,6627.68,fake_delivery_attempt,payment_gateway_adjustment,resolved,2024-03-12,2024-03-29,8
M001,REF000198,ORD008700,1285.14,customer_not_available,customer_refund,resolved,2024-12-15,2025-01-18,1
M001,REF000199,ORD009668,9524.55,fake_delivery_attempt,logistics_penalty,rejected,2024-12-29,2025-01-02,4
M001,REF000200,ORD003175,1366.75,cancellation,return_shipping_cost,resolved,2024-05-04,2024-05-14,3
M001,REF000201,ORD001408,1063.12,wrong_item,invoice_difference,open,2024-03-14,2024-05-22,4
M001,REF000202,ORD003116,708.12,damaged_product,dispute_adjustment,resolved,2024-05-07,2024-05-15,4
M001,REF000203,ORD006165,3747.69,customer_not_available,customer_refund,resolved,2024-09-27,2024-10-15,6
M001,REF000204,ORD003230,1539.02,wrong_item,return_shipping_cost,open,2024-05-27,2024-06-30,5
M001,REF000205,ORD008046,2359.2,damaged_product,payment_gateway_adjustment,open,2024-11-09,2025-01-25,9
M001,REF000206,ORD009025,6635.49,payment_issue,packaging_damage,resolved,2024-12-12,2025-01-22,10
M001,REF000207,ORD006107,4218.08,wrong_item,packaging_damage,resolved,2024-09-14,2024-10-29,3
M001,REF000208,ORD001868,2383.8,fake_delivery_attempt,dispute_adjustment,escalated,2024-03-21,2024-06-16,5
M001,REF000209,ORD008602,649.03,fake_delivery_attempt,customer_refund,rejected,2024-12-18,2025-01-22,2
M001,REF000210,ORD002592,512.9,delayed_delivery,payment_gateway_adjustment,resolved,2024-04-14,2024-05-26,1
M001,REF000211,ORD004098,5508.84,cancellation,invoice_difference,escalated,2024-06-23,2024-08-21,10
M001,REF000212,ORD003220,835.82,payment_issue,customer_refund,rejected,2024-05-04,2024-05-26,1
M001,REF000213,ORD006519,2722.07,payment_issue,invoice_difference,escalated,2024-10-13,2024-11-19,8
M001,REF000214,ORD008576,2990.45,size_issue,payment_gateway_adjustment,open,2024-12-09,2025-01-09,4
M001,REF000215,ORD004329,291.11,size_issue,dispute_adjustment,resolved,2024-06-16,2024-07-30,5
M001,REF000216,ORD009476,601.17,customer_not_available,dispute_adjustment,resolved,2025-01-04,2025-01-20,4
M001,REF000217,ORD007109,3628.45,damaged_product,invoice_difference,escalated,2024-10-15,2024-12-01,2
M001,REF000218,ORD002780,1289.91,cancellation,invoice_difference,escalated,2024-04-23,2024-05-28,7
M001,REF000219,ORD009257,3260.63,cancellation,dispute_adjustment,escalated,2024-12-19,2025-03-06,4
M001,REF000220,ORD008310,2136.72,damaged_product,payment_gateway_adjustment,open,2024-11-27,2025-02-19,7
M001,REF000221,ORD001748,665.89,damaged_product,dispute_adjustment,escalated,2024-03-18,2024-06-05,5
M001,REF000222,ORD009296,1005.0,delayed_delivery,dispute_adjustment,resolved,2024-12-11,2025-01-18,9
M001,REF000223,ORD007200,5195.08,wrong_item,invoice_difference,resolved,2024-10-17,2024-10-31,2
M001,REF000224,ORD003915,1223.33,cancellation,packaging_damage,resolved,2024-06-02,2024-06-24,5
M001,REF000225,ORD007416,5555.8,customer_not_available,invoice_difference,resolved,2024-11-10,2024-11-14,5
M001,REF000226,ORD000369,2079.34,fake_delivery_attempt,packaging_damage,open,2024-01-18,2024-02-23,4
M001,REF000227,ORD002191,3857.21,payment_issue,customer_refund,escalated,2024-04-03,2024-05-14,1
M001,REF000228,ORD006316,7984.08,cancellation,customer_refund,resolved,2024-09-22,2024-10-18,2
M001,REF000229,ORD007622,2295.85,cancellation,payment_gateway_adjustment,resolved,2024-10-30,2024-11-27,2
M001,REF000230,ORD008170,4301.5,damaged_product,customer_refund,resolved,2024-11-20,2025-01-02,4
M001,REF000231,ORD001852,3064.26,size_issue,invoice_difference,open,2024-04-05,2024-06-17,3
M001,REF000232,ORD003632,1439.62,customer_not_available,payment_gateway_adjustment,rejected,2024-06-01,2024-06-08,2
M001,REF000233,ORD002773,2461.91,cancellation,logistics_penalty,resolved,2024-04-14,2024-05-07,8
M001,REF000234,ORD002374,1917.17,fake_delivery_attempt,invoice_difference,resolved,2024-04-03,2024-04-23,10
M001,REF000235,ORD008663,1573.52,delayed_delivery,invoice_difference,rejected,2024-12-09,2024-12-28,1
M001,REF000236,ORD008640,3241.93,fake_delivery_attempt,return_shipping_cost,escalated,2024-12-05,2025-01-16,2
M001,REF000237,ORD008037,980.65,customer_not_available,packaging_damage,resolved,2024-11-26,2025-01-01,1
M001,REF000238,ORD009834,3131.72,delayed_delivery,packaging_damage,resolved,2025-01-04,2025-01-25,5
M001,REF000239,ORD003240,344.0,size_issue,customer_refund,escalated,2024-05-08,2024-07-09,6
M001,REF000240,ORD000990,5297.67,delayed_delivery,logistics_penalty,resolved,2024-02-03,2024-02-25,9
M001,REF000241,ORD001878,8322.67,size_issue,customer_refund,resolved,2024-03-22,2024-05-01,8
M001,REF000242,ORD004038,3920.79,wrong_item,packaging_damage,resolved,2024-06-14,2024-06-18,3
M001,REF000243,ORD001201,2864.51,payment_issue,invoice_difference,resolved,2024-02-25,2024-03-25,3
M001,REF000244,ORD007542,5395.6,size_issue,customer_refund,resolved,2024-11-03,2024-11-30,4
M001,REF000245,ORD004183,4952.62,fake_delivery_attempt,dispute_adjustment,resolved,2024-06-09,2024-06-29,7
M001,REF000246,ORD004679,2165.92,cancellation,return_shipping_cost,resolved,2024-06-30,2024-07-31,6
M001,REF000247,ORD007536,2252.28,damaged_product,logistics_penalty,open,2024-11-10,2024-12-22,1
M001,REF000248,ORD009497,4315.58,customer_not_available,packaging_damage,resolved,2024-12-30,2025-02-04,5
M001,REF000249,ORD003229,1102.25,fake_delivery_attempt,return_shipping_cost,resolved,2024-05-12,2024-06-25,9
M001,REF000250,ORD005238,1512.84,damaged_product,packaging_damage,resolved,2024-08-15,2024-09-08,3
M001,REF000251,ORD002032,1080.37,damaged_product,logistics_penalty,escalated,2024-03-31,2024-05-03,9
M001,REF000252,ORD006441,1325.26,delayed_delivery,customer_refund,rejected,2024-10-04,2024-10-17,8
M001,REF000253,ORD003616,1554.09,fake_delivery_attempt,customer_refund,rejected,2024-06-11,2024-06-14,7
M001,REF000254,ORD007383,1796.2,cancellation,invoice_difference,open,2024-10-16,2024-11-18,10
M001,REF000255,ORD006698,5686.78,fake_delivery_attempt,invoice_difference,escalated,2024-10-18,2024-11-22,5
M001,REF000256,ORD002174,2931.5,damaged_product,payment_gateway_adjustment,rejected,2024-04-20,2024-05-28,5
M001,REF000257,ORD007366,1110.24,cancellation,logistics_penalty,resolved,2024-10-22,2024-11-01,2
M001,REF000258,ORD007686,1882.05,wrong_item,dispute_adjustment,escalated,2024-11-21,2025-01-14,5
M001,REF000259,ORD009426,2526.07,fake_delivery_attempt,payment_gateway_adjustment,resolved,2024-12-22,2025-01-23,5
