merchant_id,order_id,customer_id,product_id,sku,quantity,gross_revenue,discount_amount,refund_amount,net_revenue,customer_city,locality,pincode,region,customer_type,order_date,order_status,payment_method,source,source_row_id
M001,ORD000102,CUST002278,PROD000102,SKU000102,2,5822,1041.25,1889.88,2890.87,Bangalore,Marathahalli,560037,South,Returning,2024-02-15,confirmed,COD,sales_csv,SALES_ROW_000102
M001,ORD000103,CUST002600,PROD000353,SKU000353,5,7815,673.19,0.0,7141.81,Kolkata,Ballygunge,700019,East,New,2024-04-23,delivered,COD,sales_csv,SALES_ROW_000103
M001,ORD000104,CUST002862,PROD000410,SKU000410,4,5256,437.4,0.0,4818.6,Bangalore,Yelahanka,560064,South,New,2024-08-25,delivered,Debit Card,sales_csv,SALES_ROW_000104
M001,ORD000105,CUST001635,PROD000052,SKU000052,2,3474,548.99,0.0,2925.01,Bangalore,Electronic City,560100,South,Returning,2024-10-17,delivered,COD,sales_csv,SALES_ROW_000105
M001,ORD000106,CUST001912,PROD000023,SKU000023,2,3290,712.4,0.0,2577.6,Kolkata,Dum Dum,700028,East,Returning,2024-04-25,delivered,NetBanking,sales_csv,SALES_ROW_000106
M001,ORD000107,CUST002068,PROD000228,SKU000228,3,2862,493.43,0.0,2368.57,Pune,Hadapsar,411028,West,Returning,2024-03-10,confirmed,COD,sales_csv,SALES_ROW_000107
M001,ORD000108,CUST001097,PROD000287,SKU000287,3,5313,753.12,0.0,4559.88,Hyderabad,Gachibowli,500032,South,New,2024-04-30,delivered,NetBanking,sales_csv,SALES_ROW_000108
M001,ORD000109,CUST002575,PROD000361,SKU000361,1,1161,37.94,0.0,1123.06,Hyderabad,Secunderabad,500003,South,New,2024-12-16,cancelled,COD,sales_csv,SALES_ROW_000109
M001,ORD000110,CUST002061,PROD000219,SKU000219,3,7164,2004.04,0.0,5159.96,Bangalore,Yelahanka,560064,South,New,2024-12-01,delivered,COD,sales_csv,SALES_ROW_000110
M001,ORD000111,CUST002283,PROD000373,SKU000373,3,6339,165.92,0.0,6173.08,Bangalore,Electronic City,560100,South,High-Value,2024-12-12,delivered,COD,sales_csv,SALES_ROW_000111
M001,ORD000112,CUST001660,PROD000500,SKU000500,2,2406,719.71,0.0,1686.29,Pune,Koregaon Park,411001,West,Returning,2024-04-20,processing,Wallet,sales_csv,SALES_ROW_000112
M001,ORD000113,CUST000428,PROD000102,SKU000102,1,2911,152.42,0.0,2758.58,Bangalore,Bellandur,560103,South,New,2024-01-31,processing,COD,sales_csv,SALES_ROW_000113
M001,ORD000114,CUST001407,PROD000450,SKU000450,2,4650,743.73,0.0,3906.27,Hyderabad,Madhapur,500081,South,New,2024-07-24,delivered,UPI,sales_csv,SALES_ROW_000114
M001,ORD000115,CUST001882,PROD000001,SKU000001,2,1798,287.4,0.0,1510.6,Mumbai,Dadar,400014,West,New,2024-12-27,delivered,Wallet,sales_csv,SALES_ROW_000115
M001,ORD000116,CUST000834,PROD000151,SKU000151,1,2087,43.93,0.0,2043.07,Bangalore,Yelahanka,560064,South,Returning,2024-02-13,delivered,Wallet,sales_csv,SALES_ROW_000116
M001,ORD000117,CUST001362,PROD000150,SKU000150,5,5970,1250.38,0.0,4719.62,Ahmedabad,Bopal,380058,West,Returning,2024-01-28,delivered,Debit Card,sales_csv,SALES_ROW_000117
M001,ORD000118,CUST002072,PROD000190,SKU000190,1,3851,1323.24,0.0,2527.76,Bangalore,Whitefield,560066,South,Returning,2024-11-29,delivered,Debit Card,sales_csv,SALES_ROW_000118
M001,ORD000119,CUST001031,PROD000150,SKU000150,4,4776,487.43,0.0,4288.57,Bangalore,Yelahanka,560064,South,New,2024-12-01,delivered,COD,sales_csv,SALES_ROW_000119
M001,ORD000120,CUST002533,PROD000256,SKU000256,5,12200,1981.24,0.0,10218.76,Bangalore,Jayanagar,560041,South,Returning,2024-11-26,delivered,Debit Card,sales_csv,SALES_ROW_000120
M001,ORD000121,CUST000489,PROD000486,SKU000486,2,2440,418.04,0.0,2021.96,Hyderabad,Banjara Hills,500034,South,High-Value,2024-09-27,delivered,UPI,sales_csv,SALES_ROW_000121
M001,ORD000122,CUST001392,PROD000419,SKU000419,3,4323,280.37,0.0,4042.63,Delhi,Lajpat Nagar,110024,North,New,2024-03-28,delivered,COD,sales_csv,SALES_ROW_000122
M001,ORD000123,CUST001029,PROD000156,SKU000156,4,10068,1077.42,0.0,8990.58,Kolkata,Salt Lake,700064,East,Returning,2024-05-02,delivered,NetBanking,sales_csv,SALES_ROW_000123
M001,ORD000124,CUST000195,PROD000328,SKU000328,4,11252,607.31,0.0,10644.69,Bangalore,Bellandur,560103,South,New,2024-08-17,delivered,Credit Card,sales_csv,SALES_ROW_000124
M001,ORD000125,CUST000109,PROD000445,SKU000445,2,5820,872.94,0.0,4947.06,Pune,Koregaon Park,411001,West,High-Value,2024-07-30,cancelled,Credit Card,sales_csv,SALES_ROW_000125
M001,ORD000126,CUST002126,PROD000309,SKU000309,1,3684,284.23,0.0,3399.77,Bangalore,Jayanagar,560041,South,Returning,2024-11-17,delivered,COD,sales_csv,SALES_ROW_000126
M001,ORD000127,CUST002382,PROD000001,SKU000001,2,1798,0.8,0.0,1797.2,Bangalore,Koramangala,560034,South,New,2024-12-26,confirmed,COD,sales_csv,SALES_ROW_000127
M001,ORD000128,CUST001042,PROD000098,SKU000098,2,5444,607.47,0.0,4836.53,Kochi,Kakkanad,682030,South,Returning,2024-09-03,processing,UPI,sales_csv,SALES_ROW_000128
M001,ORD000129,CUST002617,PROD000476,SKU000476,1,1787,231.03,0.0,1555.97,Bangalore,Koramangala,560034,South,Returning,2024-11-30,delivered,UPI,sales_csv,SALES_ROW_000129
M001,ORD000130,CUST001893,PROD000393,SKU000393,4,11532,2324.58,1169.15,8038.27,Bangalore,Marathahalli,560037,South,New,2024-11-05,delivered,COD,sales_csv,SALES_ROW_000130
M001,ORD000131,CUST000559,PROD000010,SKU000010,4,18456,1861.73,0.0,16594.27,Bangalore,Bellandur,560103,South,Returning,2024-04-24,delivered,UPI,sales_csv,SALES_ROW_000131
M001,ORD000132,CUST001450,PROD000089,SKU000089,5,5530,783.81,0.0,4746.19,Bangalore,Electronic City,560100,South,New,2024-06-13,delivered,UPI,sales_csv,SALES_ROW_000132
M001,ORD000133,CUST002858,PROD000461,SKU000461,5,17520,1765.47,0.0,15754.53,Bangalore,Electronic City,560100,South,Returning,2024-09-07,delivered,COD,sales_csv,SALES_ROW_000133
M001,ORD000134,CUST002704,PROD000331,SKU000331,4,5396,987.86,0.0,4408.14,Bangalore,Koramangala,560034,South,Returning,2024-04-16,delivered,COD,sales_csv,SALES_ROW_000134
M001,ORD000135,CUST001512,PROD000312,SKU000312,5,4900,101.31,0.0,4798.69,Mumbai,Bandra,400050,West,New,2024-12-10,delivered,COD,sales_csv,SALES_ROW_000135
M001,ORD000136,CUST001397,PROD000225,SKU000225,5,13600,967.14,0.0,12632.86,Bangalore,JP Nagar,560078,South,New,2024-03-09,delivered,UPI,sales_csv,SALES_ROW_000136
M001,ORD000137,CUST001743,PROD000440,SKU000440,3,4986,708.89,0.0,4277.11,Bangalore,Electronic City,560100,South,Returning,2024-04-18,delivered,Wallet,sales_csv,SALES_ROW_000137
M001,ORD000138,CUST001338,PROD000411,SKU000411,5,18245,2504.84,0.0,15740.16,Bangalore,MG Road,560001,South,New,2024-01-26,delivered,Credit Card,sales_csv,SALES_ROW_000138
M001,ORD000139,CUST001171,PROD000272,SKU000272,3,5223,1173.76,0.0,4049.24,Hyderabad,Madhapur,500081,South,Returning,2024-04-19,delivered,UPI,sales_csv,SALES_ROW_000139
M001,ORD000140,CUST001661,PROD000175,SKU000175,2,4624,884.06,0.0,3739.94,Bangalore,Koramangala,560034,South,Returning,2024-08-17,delivered,Credit Card,sales_csv,SALES_ROW_000140
